OTU	X14_10N_H_N_1	X14_10S_H_C_1	X14_15N_H_N_0	X14_15S_H_C_0	X14_16N_H_N_1	X14_16S_H_C_1	X14_18N_H_N_0	X14_18S_H_C_0	X14_1N_H_N_1	X14_1S_H_C_1	X14_20N_H_N_1	X14_20S_H_C_1	X14_21N_H_N_2	X14_21S_H_C_2	X14_22N_H_N_2	X14_22S_H_C_2	X14_2N_H_N_0	X14_2S_H_C_0	X14_4N_H_N_2	X14_4S_H_C_2	X14_5N_H_N_0	X14_5S_H_C_0	X14_7N_H_N_2	X14_7S_H_C_2
X16S_15501	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15504	0	1	0	1	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	21	0
X16S_15509	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
X16S_15513	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_15516	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15518	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	2	0	0
X16S_15521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
X16S_15525	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_15528	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_15538	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15540	0	0	19	18	2	0	1	1	0	0	2	0	0	1	0	0	5	0	4	1	0	0	0	2
X16S_15541	2	6	0	1	1	0	2	1	2	3	3	2	0	11	2	12	0	0	1	5	1	0	0	0
X16S_15542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
X16S_15544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
X16S_15545	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0
X16S_15546	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_15555	5	1	4	5	0	3	5	6	5	3	5	5	4	3	2	4	6	4	6	3	2	2	1	0
X16S_15557	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15558	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	2	0	0	1	0	1	1	0	2
X16S_15562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
X16S_15566	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	6
X16S_15568	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
X16S_15571	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_15572	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0
X16S_15575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X16S_15576	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X16S_15577	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
X16S_15580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_15581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X16S_15587	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15589	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
X16S_15590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
X16S_15594	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
X16S_15596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X16S_15601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
X16S_15602	1	0	5	1	4	1	2	0	3	1	4	7	4	4	1	0	1	1	4	7	1	9	3	1
X16S_15605	1	0	1	1	2	2	1	0	1	1	2	5	0	1	0	0	1	4	0	1	1	0	0	0
X16S_15606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X16S_15607	5	4	0	0	1	0	0	2	1	11	0	2	2	6	1	4	4	3	10	5	11	4	0	0
X16S_15612	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
X16S_15614	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_15615	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
X16S_15617	1	0	0	1	2	1	1	0	10	3	13	0	0	1	0	0	13	7	1	3	2	0	4	0
X16S_15618	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_15620	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
X16S_15622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X16S_15623	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15625	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
X16S_15628	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X16S_15630	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
X16S_15639	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15640	3	0	0	0	3	1	0	0	1	1	0	0	0	3	2	6	0	0	0	1	3	0	4	5
X16S_15642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
X16S_15645	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15646	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15647	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15650	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15651	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_15652	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15653	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_15654	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15660	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
X16S_15664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
X16S_15667	0	1	0	3	5	0	2	0	1	2	0	1	0	1	0	1	0	1	1	0	0	0	1	1
X16S_15670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X16S_15678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X16S_15680	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_15681	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0
X16S_15682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
X16S_15685	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
X16S_15686	17	12	2	5	8	38	7	24	7	21	3	21	3	18	13	33	10	13	19	32	22	37	16	13
X16S_15688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X16S_15689	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15690	4	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
X16S_15691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_15700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
X16S_15701	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15703	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15704	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_15706	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15710	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15711	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X16S_15712	1	1	0	0	0	0	0	0	0	3	0	3	1	3	1	10	0	0	1	2	0	0	2	1
X16S_15716	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_15717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X16S_15719	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15721	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15723	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15724	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_15725	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
X16S_15729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X16S_15735	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
X16S_15738	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
X16S_15739	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15740	1	0	0	0	2	5	0	1	0	0	0	0	0	0	2	4	0	2	1	0	1	1	12	1
X16S_15745	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15746	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_15749	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_15750	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
X16S_15751	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
X16S_15754	0	2	0	0	2	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
X16S_15756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
X16S_15757	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15758	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
X16S_15759	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X16S_15767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X16S_15768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X16S_15769	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15773	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15780	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
X16S_15784	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
X16S_15786	1	0	0	0	1	0	0	1	0	0	0	0	0	3	1	1	0	0	2	1	2	1	0	2
X16S_15790	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
X16S_15792	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15795	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
X16S_15797	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X16S_15802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
X16S_15806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
X16S_15807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_15809	0	0	0	0	0	1	0	3	2	0	1	0	0	1	0	0	0	0	0	3	1	1	1	0
X16S_15812	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_15815	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15816	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15819	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0
X16S_15820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
X16S_15825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
X16S_15828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
X16S_15830	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15836	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
X16S_15837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_15839	0	0	0	0	1	0	0	0	0	3	1	0	3	0	0	0	1	1	1	0	0	0	0	0
X16S_15841	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
X16S_15843	3	1	2	0	0	0	7	4	1	1	1	0	1	1	0	0	0	4	1	2	1	3	0	0
X16S_15847	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
X16S_15855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X16S_15860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0
X16S_15861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
X16S_15862	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
X16S_15865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X16S_15866	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15867	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X16S_15869	1	1	0	0	0	0	0	1	0	9	0	0	1	0	0	0	0	1	0	0	4	1	0	2
X16S_15870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X16S_15872	3	2	1	4	1	3	7	4	3	1	3	0	0	1	0	2	1	1	1	0	0	0	0	3
X16S_15875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X16S_15876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
X16S_15877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X16S_15880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_15881	0	0	0	0	2	1	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	4	1	0
X16S_15884	5	2	3	9	3	10	17	4	5	5	9	11	2	13	12	11	9	9	10	13	10	6	9	17
X16S_15887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
X16S_15889	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15893	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_15896	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15899	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
X16S_15901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_15903	4	51	2	2	2	0	13	0	7	4	0	7	4	0	0	0	4	2	4	1	2	3	4	0
X16S_15906	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15907	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15909	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0
X16S_15910	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	0	0	0	0	0	0	1	2
X16S_15911	1	1	0	1	3	1	2	4	1	1	1	2	0	5	2	2	3	4	5	1	2	0	8	5
X16S_15912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
X16S_15913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X16S_15915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X16S_15916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_15920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_15923	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7
X16S_15926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
X16S_15927	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15929	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
X16S_15932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_15934	3	6	3	8	2	1	12	1	3	2	6	5	4	6	1	0	2	6	0	3	2	4	13	9
X16S_15935	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_15936	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15940	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15943	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15944	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
X16S_15945	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X16S_15946	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	1	0	0	1	5	2
X16S_15948	2	10	0	1	8	0	2	6	1	1	1	2	4	34	0	9	0	0	4	2	0	1	0	1
X16S_15950	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X16S_15952	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15953	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_15955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X16S_15957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X16S_15961	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15962	0	0	0	1	0	1	0	1	5	0	1	0	1	0	0	0	2	1	1	0	0	0	0	0
X16S_15963	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15965	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X16S_15966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X16S_15968	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
X16S_15972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X16S_15975	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15978	8	1	0	0	3	5	1	0	0	6	0	2	2	7	1	7	0	3	19	7	7	7	9	2
X16S_15980	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
X16S_15981	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	29	1	0	1	1	0	0	0
X16S_15982	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_15983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
X16S_15984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
X16S_15986	0	0	0	0	0	0	2	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0
X16S_15991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X16S_15992	0	1	0	0	0	0	2	0	0	2	1	0	1	0	0	0	3	0	0	0	0	0	0	1
X16S_15997	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0
X16S_15998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_16000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X16S_16001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_16005	2	0	0	0	5	12	0	7	0	1	1	4	0	5	0	0	0	20	15	0	21	1	6	0
X16S_16006	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	1
X16S_16007	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
X16S_16010	3	5	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0
X16S_16012	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X16S_16014	7	3	0	0	8	3	0	47	1	34	0	5	5	6	27	8	4	35	13	6	8	28	11	9
X16S_16015	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_16018	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_16019	1	1	0	0	2	12	2	2	1	0	1	1	3	1	4	8	0	2	0	0	2	0	30	4
X16S_16020	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X16S_16023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X16S_16024	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_16027	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X16S_16028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
X16S_16029	2	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	2	0	2	0	0	0
X16S_16032	0	1	0	4	0	0	1	0	0	1	1	3	0	0	1	1	1	2	0	0	0	1	0	0
X16S_16034	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_16035	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_16036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X16S_16037	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
X16S_16043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_16044	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
X16S_16045	9	4	166	118	10	11	21	43	16	21	75	6	26	5	2	6	91	37	30	6	7	6	9	259
X16S_16046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
X16S_16048	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0
X16S_16054	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
X16S_16055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X16S_16056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X16S_16060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_16073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_16074	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_16077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
X16S_16080	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
